Core,Power,Frequency,Temperature,Utilization,InThrottleMode
0,4.31625,4000,89.42,0.169377,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.755193,1000,61.79,0.23084,0
0,1.57169,2000,62.43,0.2,0
0,2.68121,3000,71.82,0.175439,0
0,4.28823,4000,89.07,0.168011,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753431,1000,61.68,0.229991,0
0,1.57872,2000,62.49,0.201776,0
0,2.67695,3000,71.85,0.175562,0
0,4.30338,4000,89.16,0.168464,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750174,1000,61.67,0.228102,0
0,1.57499,2000,62.45,0.200965,0
0,2.68959,3000,71.97,0.176678,0
0,4.31808,4000,89.36,0.169262,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753781,1000,61.76,0.230415,0
0,1.56542,2000,62.35,0.198728,0
0,2.70099,3000,72.09,0.177809,0
0,4.29226,4000,89.15,0.168124,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754108,1000,61.72,0.230627,0
0,1.5561,2000,62.21,0.196386,0
0,2.66923,3000,71.68,0.174703,0
0,4.29864,4000,89.11,0.168464,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.75526,1000,61.71,0.231481,0
0,1.57308,2000,62.42,0.200321,0
0,2.66818,3000,71.68,0.174216,0
0,4.29725,4000,89.07,0.168237,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749073,1000,61.62,0.227273,0
0,1.57111,2000,62.39,0.200321,0
0,2.67886,3000,71.85,0.175809,0
0,4.30443,4000,89.15,0.168464,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.755279,1000,61.72,0.231481,0
0,1.57429,2000,62.46,0.200965,0
0,2.6706,3000,71.76,0.174825,0
0,4.28895,4000,88.96,0.167673,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754255,1000,61.66,0.230627,0
0,1.57221,2000,62.41,0.200481,0
0,2.66973,3000,71.73,0.174825,0
0,4.3043,4000,89.18,0.168691,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754773,1000,61.71,0.23084,0
0,1.57151,2000,62.37,0.199521,0
0,2.69996,3000,72.08,0.177809,0
0,4.26702,4000,88.82,0.166667,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.7509,1000,61.59,0.228102,0
0,1.5632,2000,62.27,0.198255,0
0,2.6755,3000,71.7,0.174825,0
0,4.28754,4000,89,0.167898,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752022,1000,61.64,0.229358,0
0,1.56003,2000,62.25,0.197628,0
0,2.67274,3000,71.72,0.17507,0
0,4.31877,4000,89.31,0.169377,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750949,1000,61.7,0.228728,0
0,1.55902,2000,62.26,0.197472,0
0,2.67144,3000,71.71,0.174825,0
0,4.30514,4000,89.2,0.168919,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754663,1000,61.69,0.229568,0
0,1.56725,2000,62.35,0.199362,0
0,2.66942,3000,71.69,0.174581,0
0,4.29558,4000,89.08,0.168237,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754345,1000,61.69,0.230627,0
0,1.56735,2000,62.32,0.19857,0
0,2.67128,3000,71.71,0.174703,0
0,4.27838,4000,88.9,0.167448,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751143,1000,61.61,0.228728,0
0,1.5703,2000,62.35,0.19984,0
0,2.64479,3000,71.36,0.171821,0
0,4.27197,4000,88.7,0.166889,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752922,1000,61.57,0.230203,0
0,1.55709,2000,62.19,0.197161,0
0,2.67553,3000,71.71,0.175193,0
0,4.2529,4000,88.46,0.165344,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754052,1000,61.52,0.230203,0
0,1.57302,2000,62.35,0.200321,0
0,2.66691,3000,71.65,0.174338,0
0,4.22791,4000,88.23,0.164366,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753625,1000,61.44,0.229148,0
0,1.55654,2000,62.13,0.196696,0
0,2.67434,3000,71.68,0.17507,0
0,4.29551,4000,89.04,0.168124,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752275,1000,61.64,0.229148,0
0,1.56602,2000,62.26,0.197941,0
0,2.66206,3000,71.57,0.173732,0
0,4.28194,4000,88.85,0.167448,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753088,1000,61.61,0.229779,0
0,1.56647,2000,62.3,0.198886,0
0,2.65796,3000,71.48,0.172891,0
0,4.25289,4000,88.47,0.165673,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752098,1000,61.5,0.229148,0
0,1.55535,2000,62.13,0.196541,0
0,2.65642,3000,71.47,0.17325,0
0,4.22181,4000,88.04,0.16372,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754327,1000,61.42,0.23084,0
0,1.57067,2000,62.28,0.19984,0
0,2.68047,3000,71.81,0.175809,0
0,4.26433,4000,88.73,0.166556,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752292,1000,61.55,0.228102,0
0,1.55492,2000,62.15,0.196386,0
0,2.66489,3000,71.58,0.174095,0
0,4.21966,4000,88.11,0.163827,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.755224,1000,61.45,0.231267,0
0,1.55451,2000,62.07,0.195925,0
0,2.6506,3000,71.38,0.172652,0
0,4.23667,4000,88.27,0.164908,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749574,1000,61.41,0.22748,0
0,1.55262,2000,62.08,0.196078,0
0,2.6279,3000,71.1,0.170184,0
0,4.25452,4000,88.41,0.165892,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.754654,1000,61.49,0.230627,0
0,1.56058,2000,62.18,0.197628,0
0,2.6573,3000,71.5,0.173491,0
0,4.27162,4000,88.66,0.166556,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751667,1000,61.53,0.228519,0
0,1.56097,2000,62.21,0.197785,0
0,2.6548,3000,71.49,0.17325,0
0,4.22898,4000,88.21,0.164474,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.75144,1000,61.4,0.227273,0
0,1.56725,2000,62.24,0.199045,0
0,2.66704,3000,71.6,0.174216,0
0,4.24171,4000,88.37,0.165125,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749025,1000,61.43,0.22686,0
0,1.54271,2000,61.94,0.193349,0
0,2.64989,3000,71.35,0.172652,0
0,4.25023,4000,88.43,0.165673,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752192,1000,61.48,0.229358,0
0,1.5555,2000,62.11,0.196386,0
0,2.62024,3000,70.99,0.169262,0
0,4.24963,4000,88.32,0.165563,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750549,1000,61.43,0.228102,0
0,1.5565,2000,62.12,0.19685,0
0,2.62626,3000,71.11,0.170184,0
0,4.23808,4000,88.13,0.164582,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747196,1000,61.34,0.22604,0
0,1.56426,2000,62.18,0.198413,0
0,2.65928,3000,71.5,0.173491,0
0,4.23421,4000,88.25,0.16469,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752638,1000,61.42,0.228102,0
0,1.562,2000,62.17,0.197785,0
0,2.66204,3000,71.54,0.173853,0
0,4.25294,4000,88.45,0.165563,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753309,1000,61.5,0.229991,0
0,1.55947,2000,62.14,0.196696,0
0,2.6501,3000,71.39,0.172533,0
0,4.25363,4000,88.45,0.165673,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751047,1000,61.47,0.228519,0
0,1.55774,2000,62.15,0.197006,0
0,2.63765,3000,71.22,0.171116,0
0,4.24067,4000,88.27,0.165125,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751991,1000,61.43,0.228938,0
0,1.56888,2000,62.26,0.199203,0
0,2.64525,3000,71.34,0.171939,0
0,4.21727,4000,87.93,0.163399,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749335,1000,61.32,0.227273,0
0,1.54695,2000,61.96,0.194704,0
0,2.63314,3000,71.12,0.170765,0
0,4.22933,4000,88,0.164042,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747307,1000,61.3,0.225632,0
0,1.55661,2000,62.06,0.196696,0
0,2.64166,3000,71.24,0.171585,0
0,4.27964,4000,88.7,0.167224,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750327,1000,61.51,0.227687,0
0,1.55542,2000,62.09,0.195771,0
0,2.6395,3000,71.26,0.171585,0
0,4.22108,4000,88.01,0.163827,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751863,1000,61.36,0.228938,0
0,1.55866,2000,62.12,0.197161,0
0,2.6272,3000,71.05,0.169722,0
0,4.24642,4000,88.29,0.165453,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.7493,1000,61.4,0.227273,0
0,1.56324,2000,62.18,0.198098,0
0,2.66168,3000,71.54,0.173732,0
0,4.21373,4000,87.95,0.163185,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751502,1000,61.36,0.228938,0
0,1.56059,2000,62.15,0.197785,0
0,2.63571,3000,71.21,0.171116,0
0,4.19548,4000,87.65,0.162232,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750335,1000,61.26,0.227894,0
0,1.54841,2000,61.96,0.19516,0
0,2.64046,3000,71.21,0.171585,0
0,4.2516,4000,88.36,0.165563,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753658,1000,61.45,0.228938,0
0,1.55677,2000,62.13,0.197006,0
0,2.65707,3000,71.48,0.17337,0
0,4.22692,4000,88.17,0.164366,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.752495,1000,61.42,0.229358,0
0,1.55278,2000,62.03,0.195312,0
0,2.62905,3000,71.1,0.170416,0
0,4.22608,4000,88.04,0.16415,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749504,1000,61.34,0.22748,0
0,1.55449,2000,62.06,0.196386,0
0,2.62827,3000,71.05,0.169952,0
0,4.25309,4000,88.36,0.165782,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750835,1000,61.44,0.228519,0
0,1.55913,2000,62.15,0.197472,0
0,2.65411,3000,71.45,0.17313,0
0,4.2356,4000,88.19,0.164474,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747794,1000,61.37,0.226244,0
0,1.55637,2000,62.1,0.196696,0
0,2.64492,3000,71.31,0.172058,0
0,4.22121,4000,88.04,0.163934,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750255,1000,61.33,0.226655,0
0,1.55178,2000,62.02,0.195618,0
0,2.65238,3000,71.37,0.172771,0
0,4.25471,4000,88.42,0.165673,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750781,1000,61.45,0.228102,0
0,1.55171,2000,62.03,0.195008,0
0,2.6373,3000,71.21,0.17135,0
0,4.2402,4000,88.25,0.165017,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751186,1000,61.41,0.22831,0
0,1.55539,2000,62.09,0.196386,0
0,2.63087,3000,71.08,0.170068,0
0,4.23934,4000,88.2,0.164908,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749243,1000,61.37,0.227066,0
0,1.5583,2000,62.11,0.197006,0
0,2.64691,3000,71.32,0.172058,0
0,4.16213,4000,87.24,0.160154,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.748632,1000,61.13,0.226449,0
0,1.55465,2000,61.98,0.196078,0
0,2.65497,3000,71.37,0.172891,0
0,4.21321,4000,87.92,0.163399,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.7485,1000,61.27,0.225023,0
0,1.55307,2000,62.02,0.195925,0
0,2.63422,3000,71.16,0.170999,0
0,4.23989,4000,88.21,0.164908,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.750797,1000,61.4,0.22831,0
0,1.55049,2000,61.98,0.194553,0
0,2.63155,3000,71.1,0.170532,0
0,4.21967,4000,87.95,0.163827,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.753864,1000,61.37,0.230203,0
0,1.55835,2000,62.11,0.197006,0
0,2.63706,3000,71.16,0.170765,0
0,4.24683,4000,88.31,0.165344,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.751662,1000,61.43,0.228728,0
0,1.54325,2000,61.96,0.193949,0
0,2.64495,3000,71.27,0.171939,0
0,4.22462,4000,87.97,0.16372,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.749465,1000,61.33,0.22748,0
0,1.55335,2000,62.04,0.195925,0
0,2.6345,3000,71.16,0.170999,0
0,4.19719,4000,87.64,0.162232,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747343,1000,61.21,0.225632,0
0,1.55452,2000,62.02,0.196386,0
0,2.65245,3000,71.35,0.172652,0
0,4.22328,4000,88.06,0.164042,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.75439,1000,61.41,0.230627,0
0,1.53925,2000,61.86,0.192308,0
0,2.64392,3000,71.22,0.171821,0
0,4.22611,4000,88.04,0.164042,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747287,1000,61.31,0.225836,0
0,1.56423,2000,62.16,0.198413,0
0,2.63127,3000,71.11,0.170184,0
0,4.21383,4000,87.9,0.163506,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.747337,1000,61.28,0.225632,0
0,1.5479,2000,61.96,0.194704,0
0,2.63815,3000,71.15,0.170999,0
0,4.20763,4000,87.72,0.162655,1
1,0.402758,1000,47.48,0,1
2,0.402758,1000,47.54,0,1
3,0.402758,1000,47.53,0,1
0,0.74959,1000,61.25,0.227066,0
0,1.55317,2000,62.01,0.195925,0
0,1.78845,3000,61.11,0.0855286,0
1,0.467587,1000,47.49,0.127943,0
2,0.468072,1000,47.55,0.1288,0
0,0.938468,3000,50.67,0,0
1,1.31434,2000,53.55,0.218723,0
2,1.31327,2000,53.54,0.218531,0
0,0.751669,2400,49.82,0,0
1,2.83868,3000,70.21,0.192901,0
2,2.80985,3000,69.89,0.18997,0
0,0.613584,1900,49.02,0,1
1,4.9725,4000,95.96,0.207469,1
2,4.99433,4000,96.11,0.208507,1
3,0.402758,1000,47.54,0,1
0,0.402758,1000,47.86,0,0
1,0.89272,1000,64.46,0.324254,0
2,0.898132,1000,64.55,0.327654,0
0,0.402758,1000,47.64,0,0
1,1.86098,2000,66.41,0.264271,0
2,1.84539,2000,66.24,0.260688,0
0,0.402758,1000,47.58,0,0
1,3.19183,3000,78.95,0.228728,0
2,3.10057,3000,77.82,0.219491,0
0,0.402758,1000,47.55,0,1
1,5.40782,4000,104.35,0.232126,1
2,5.49447,4000,105.03,0.236742,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.54,0,0
1,0.918871,1000,67.57,0.34153,0
2,0.920554,1000,67.72,0.342466,0
0,0.402758,1000,47.54,0,0
1,1.96767,2000,69.04,0.287026,0
2,1.94968,2000,68.86,0.283126,0
0,0.402758,1000,47.54,0,1
1,3.24061,3000,80.6,0.233863,1
2,3.2515,3000,80.67,0.234962,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.54,0,0
1,0.936965,1000,61.88,0.353107,0
2,0.931602,1000,61.82,0.349162,0
0,0.402758,1000,47.53,0,0
1,1.95271,2000,66.84,0.284091,0
2,1.97208,2000,67.03,0.288018,0
0,0.402758,1000,47.53,0,1
1,3.31417,3000,80.5,0.241313,1
2,3.28012,3000,80.13,0.237869,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.931891,1000,61.56,0.35014,0
2,0.924921,1000,61.38,0.345304,0
0,0.402758,1000,47.53,0,0
1,1.97462,2000,66.91,0.288684,0
2,1.9633,2000,66.71,0.286041,0
0,0.402758,1000,47.53,0,1
1,3.32119,3000,80.54,0.242014,1
2,3.27013,3000,79.87,0.236742,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.931606,1000,61.54,0.34965,0
2,0.923116,1000,61.26,0.344353,0
0,0.402758,1000,47.53,0,0
1,1.95575,2000,66.69,0.284738,0
2,1.95873,2000,66.61,0.285388,0
0,0.402758,1000,47.53,0,1
1,3.34434,3000,80.77,0.244379,1
2,3.38598,3000,81.17,0.248016,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.932771,1000,61.61,0.35014,0
2,0.919942,1000,61.54,0.342466,0
0,0.402758,1000,47.53,0,0
1,1.96991,2000,66.88,0.287687,0
2,1.97405,2000,66.89,0.288351,0
0,0.402758,1000,47.53,0,1
1,3.30854,3000,80.41,0.240616,1
2,3.29472,3000,80.23,0.239464,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.932506,1000,61.53,0.350631,0
2,0.927396,1000,61.41,0.346741,0
0,0.402758,1000,47.53,0,0
1,1.95851,2000,66.72,0.285388,0
2,1.95822,2000,66.66,0.285063,0
0,0.402758,1000,47.53,0,1
1,3.36673,3000,81.01,0.246305,1
2,3.30313,3000,80.25,0.240154,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.898437,1000,61.27,0.327654,0
2,0.935713,1000,61.5,0.352113,0
0,0.402758,1000,47.53,0,0
1,1.961,2000,66.7,0.286041,0
2,1.95748,2000,66.67,0.285063,0
0,0.402758,1000,47.53,0,1
1,3.30249,3000,80.29,0.240154,1
2,3.32296,3000,80.49,0.242014,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.936813,1000,61.55,0.353107,0
2,0.929462,1000,61.49,0.348189,0
0,0.402758,1000,47.53,0,0
1,1.97341,2000,66.89,0.288351,0
2,1.96282,2000,66.75,0.286369,0
0,0.402758,1000,47.53,0,1
1,3.3077,3000,80.4,0.240616,1
2,3.31062,3000,80.38,0.240848,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.932787,1000,61.54,0.350631,0
2,0.928635,1000,61.46,0.347705,0
0,0.402758,1000,47.53,0,0
1,1.93679,2000,66.49,0.280899,0
2,1.97098,2000,66.83,0.288018,0
0,0.402758,1000,47.53,0,1
1,3.32565,3000,80.51,0.242248,1
2,3.3025,3000,80.32,0.240154,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.933038,1000,61.56,0.350631,0
2,0.923659,1000,61.4,0.344828,0
0,0.402758,1000,47.53,0,0
1,1.95241,2000,66.66,0.284091,0
2,1.95578,2000,66.65,0.284738,0
0,0.402758,1000,47.53,0,1
1,3.2967,3000,80.23,0.239464,1
2,3.28832,3000,80.1,0.238777,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.937767,1000,61.56,0.353607,0
2,0.925572,1000,61.36,0.34626,0
0,0.402758,1000,47.53,0,0
1,1.98937,2000,67.09,0.291715,0
2,1.95103,2000,66.57,0.283768,0
0,0.402758,1000,47.53,0,1
1,3.32685,3000,80.68,0.242483,1
2,3.31749,3000,80.41,0.241546,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.940002,1000,61.71,0.355114,0
2,0.931202,1000,61.49,0.349162,0
0,0.402758,1000,47.53,0,0
1,1.86298,2000,65.64,0.26455,0
2,1.96049,2000,66.72,0.285714,0
0,0.402758,1000,47.53,0,1
1,3.34447,3000,80.54,0.244379,1
2,3.3511,3000,80.84,0.244858,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.936195,1000,61.59,0.352609,0
2,0.930424,1000,61.6,0.349162,0
0,0.402758,1000,47.53,0,0
1,1.96545,2000,66.83,0.287026,0
2,1.97715,2000,66.95,0.289017,0
0,0.402758,1000,47.53,0,1
1,3.32676,3000,80.62,0.242483,1
2,3.32114,3000,80.57,0.242014,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.926844,1000,61.54,0.346741,0
2,0.912966,1000,61.34,0.337382,0
0,0.402758,1000,47.53,0,0
1,1.9656,2000,66.82,0.287026,0
2,1.97548,2000,66.87,0.289017,0
0,0.402758,1000,47.53,0,1
1,3.36926,3000,81.11,0.246792,1
2,3.33252,3000,80.66,0.242954,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.9355,1000,61.75,0.352113,0
2,0.929479,1000,61.56,0.348675,0
0,0.402758,1000,47.53,0,0
1,2.00803,2000,67.37,0.295508,0
2,1.9422,2000,66.55,0.281849,0
0,0.402758,1000,47.53,0,1
1,3.13085,3000,78.43,0.222618,1
2,3.31552,3000,80.41,0.241546,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934581,1000,61.09,0.351617,0
2,0.925951,1000,61.45,0.34626,0
0,0.402758,1000,47.53,0,0
1,1.97217,2000,66.73,0.288018,0
2,1.96945,2000,66.82,0.287687,0
0,0.402758,1000,47.53,0,1
1,3.3649,3000,81.01,0.246305,1
2,3.33273,3000,80.66,0.243191,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.941534,1000,61.77,0.356125,0
2,0.931834,1000,61.58,0.35014,0
0,0.402758,1000,47.53,0,0
1,1.86664,2000,65.71,0.265675,0
2,1.9743,2000,66.92,0.288684,0
0,0.402758,1000,47.53,0,1
1,3.30349,3000,80.1,0.240385,1
2,3.30613,3000,80.4,0.240616,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.933518,1000,61.45,0.351124,0
2,0.929771,1000,61.5,0.348675,0
0,0.402758,1000,47.53,0,0
1,1.97088,2000,66.85,0.288351,0
2,1.97109,2000,66.85,0.288018,0
0,0.402758,1000,47.53,0,1
1,3.3397,3000,80.78,0.243902,1
2,3.34854,3000,80.85,0.244618,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.938208,1000,61.69,0.354108,0
2,0.938681,1000,61.7,0.354108,0
0,0.402758,1000,47.53,0,0
1,1.9651,2000,66.85,0.286697,0
2,1.92783,2000,66.4,0.278707,0
0,0.402758,1000,47.53,0,1
1,3.32956,3000,80.66,0.242718,1
2,3.29135,3000,80.11,0.239234,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934281,1000,61.64,0.351617,0
2,0.930018,1000,61.42,0.349162,0
0,0.402758,1000,47.53,0,0
1,1.97411,2000,66.96,0.288684,0
2,1.97422,2000,66.86,0.288684,0
0,0.402758,1000,47.53,0,1
1,3.32336,3000,80.62,0.242248,1
2,3.30607,3000,80.36,0.240616,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.900567,1000,61.21,0.328515,0
2,0.931788,1000,61.5,0.34965,0
0,0.402758,1000,47.53,0,0
1,1.96633,2000,66.75,0.287026,0
2,1.97596,2000,66.9,0.289017,0
0,0.402758,1000,47.53,0,1
1,3.34344,3000,80.79,0.244141,1
2,3.29259,3000,80.22,0.239234,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.933943,1000,61.65,0.351124,0
2,0.92968,1000,61.45,0.348675,0
0,0.402758,1000,47.53,0,0
1,1.97145,2000,66.93,0.288351,0
2,1.93893,2000,66.48,0.281532,0
0,0.402758,1000,47.53,0,1
1,3.09071,3000,77.85,0.218723,1
2,3.29515,3000,80.14,0.239464,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934983,1000,60.95,0.352113,0
2,0.927577,1000,61.4,0.347222,0
0,0.402758,1000,47.53,0,0
1,1.98536,2000,66.83,0.291036,0
2,1.9751,2000,66.86,0.288684,0
0,0.402758,1000,47.53,0,1
1,3.3253,3000,80.55,0.242483,1
2,3.28673,3000,80.14,0.23855,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934258,1000,61.58,0.351617,0
2,0.925953,1000,61.38,0.34626,0
0,0.402758,1000,47.53,0,0
