Core,Power,Frequency,Temperature,Utilization,InThrottleMode
1,1.92436,2000,66.34,0.278087,0
2,1.9847,2000,66.96,0.290698,0
0,0.402758,1000,47.53,0,1
1,3.35534,3000,80.83,0.24558,1
2,3.3321,3000,80.68,0.242954,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.937734,1000,61.69,0.353607,0
2,0.936104,1000,61.63,0.352609,0
0,0.402758,1000,47.53,0,0
1,2.00033,2000,67.26,0.294118,0
2,1.97307,2000,66.92,0.288351,0
0,0.402758,1000,47.53,0,1
1,3.34834,3000,80.99,0.244858,1
2,3.34033,3000,80.76,0.243665,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.945358,1000,61.85,0.35868,0
2,0.930657,1000,61.6,0.349162,0
0,0.402758,1000,47.53,0,0
1,1.9213,2000,66.4,0.277469,0
2,1.96269,2000,66.8,0.286369,0
0,0.402758,1000,47.53,0,1
1,3.29983,3000,80.22,0.239923,1
2,3.34438,3000,80.8,0.244141,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.92927,1000,61.46,0.348675,0
2,0.934916,1000,61.65,0.351617,0
0,0.402758,1000,47.53,0,0
1,1.97506,2000,66.9,0.289017,0
2,1.96526,2000,66.84,0.286697,0
0,0.402758,1000,47.53,0,1
1,3.3132,3000,80.47,0.241313,1
2,3.33588,3000,80.71,0.243427,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.926998,1000,61.5,0.347222,0
2,0.879219,1000,60.97,0.315259,0
0,0.402758,1000,47.53,0,0
1,1.96285,2000,66.78,0.286369,0
2,1.95843,2000,66.59,0.285388,0
0,0.402758,1000,47.53,0,1
1,3.32467,3000,80.58,0.242248,1
2,3.28916,3000,80.11,0.239006,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.933784,1000,61.6,0.351124,0
2,0.921825,1000,61.32,0.343879,0
0,0.402758,1000,47.53,0,0
1,1.98175,2000,67.02,0.29036,0
2,1.96178,2000,66.69,0.286041,0
0,0.402758,1000,47.53,0,1
1,3.11506,3000,78.16,0.221239,1
2,3.30566,3000,80.3,0.240385,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.926585,1000,60.93,0.346741,0
2,0.929513,1000,61.45,0.348189,0
0,0.402758,1000,47.53,0,0
1,1.94871,2000,66.42,0.283447,0
2,1.96876,2000,66.81,0.287687,0
0,0.402758,1000,47.53,0,1
1,3.33011,3000,80.51,0.242954,1
2,3.2992,3000,80.28,0.239923,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934309,1000,61.56,0.351617,0
2,0.927243,1000,61.43,0.347222,0
0,0.402758,1000,47.53,0,0
1,1.9689,2000,66.84,0.287356,0
2,1.96175,2000,66.72,0.286041,0
0,0.402758,1000,47.53,0,1
1,3.3279,3000,80.62,0.242718,1
2,3.30222,3000,80.28,0.240154,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.936987,1000,61.64,0.353107,0
2,0.932948,1000,61.49,0.350631,0
0,0.402758,1000,47.53,0,0
1,1.95618,2000,66.73,0.284738,0
2,1.96631,2000,66.78,0.287026,0
0,0.402758,1000,47.53,0,1
1,3.31527,3000,80.47,0.241546,1
2,3.29757,3000,80.26,0.239693,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.931836,1000,61.55,0.34965,0
2,0.92237,1000,61.37,0.343879,0
0,0.402758,1000,47.53,0,0
1,1.91151,2000,66.17,0.275028,0
2,1.96882,2000,66.78,0.287356,0
0,0.402758,1000,47.53,0,1
1,3.2806,3000,79.91,0.237869,1
2,3.29327,3000,80.2,0.239234,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.936727,1000,61.45,0.353107,0
2,0.925423,1000,61.39,0.345781,0
0,0.402758,1000,47.53,0,0
1,1.96583,2000,66.78,0.287026,0
2,1.95009,2000,66.58,0.283768,0
0,0.402758,1000,47.53,0,1
1,3.28178,3000,80.07,0.238095,1
2,3.31458,3000,80.39,0.241313,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.913175,1000,61.22,0.337838,0
2,0.932802,1000,61.51,0.350631,0
0,0.402758,1000,47.53,0,0
1,1.95509,2000,66.61,0.284738,0
2,1.95851,2000,66.7,0.285388,0
0,0.402758,1000,47.53,0,1
1,3.31607,3000,80.43,0.241546,1
2,3.30818,3000,80.35,0.240616,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.928519,1000,61.49,0.348189,0
2,0.925223,1000,61.42,0.345781,0
0,0.402758,1000,47.53,0,0
1,1.96745,2000,66.83,0.287356,0
2,1.95765,2000,66.68,0.285388,0
0,0.402758,1000,47.53,0,1
1,3.31119,3000,80.44,0.24108,1
2,3.29006,3000,80.13,0.239006,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.929625,1000,61.51,0.348675,0
2,0.923673,1000,61.35,0.344828,0
0,0.402758,1000,47.53,0,0
1,1.97187,2000,66.89,0.288351,0
2,1.95729,2000,66.65,0.285388,0
0,0.402758,1000,47.53,0,1
1,3.3501,3000,80.89,0.244858,1
2,3.3195,3000,80.46,0.242014,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.928778,1000,61.63,0.348189,0
2,0.929035,1000,61.49,0.348189,0
0,0.402758,1000,47.53,0,0
1,1.85594,2000,65.56,0.263435,0
2,1.9513,2000,66.62,0.284091,0
0,0.402758,1000,47.53,0,1
1,3.33643,3000,80.44,0.243665,1
2,3.31504,3000,80.42,0.241546,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.930208,1000,61.5,0.349162,0
2,0.926114,1000,61.45,0.34626,0
0,0.402758,1000,47.53,0,0
1,1.95255,2000,66.65,0.284414,0
2,1.97701,2000,66.9,0.289352,0
0,0.402758,1000,47.53,0,1
1,3.2954,3000,80.23,0.239693,1
2,3.30258,3000,80.34,0.240154,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.923323,1000,61.39,0.344828,0
2,0.921355,1000,61.38,0.343407,0
0,0.402758,1000,47.53,0,0
1,1.97088,2000,66.84,0.288018,0
2,1.91025,2000,66.11,0.275028,0
0,0.402758,1000,47.53,0,1
1,3.32508,3000,80.61,0.242483,1
2,3.32376,3000,80.38,0.242248,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.925671,1000,61.52,0.34626,0
2,0.92675,1000,61.43,0.346741,0
0,0.402758,1000,47.53,0,0
1,1.98748,2000,67.08,0.291375,0
2,1.94715,2000,66.55,0.283126,0
0,0.402758,1000,47.53,0,1
1,3.29083,3000,80.28,0.239006,1
2,3.28049,3000,80,0.238095,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.869753,1000,60.77,0.308642,0
2,0.929484,1000,61.38,0.348189,0
0,0.402758,1000,47.53,0,0
1,1.98282,2000,66.84,0.290698,0
2,1.97307,2000,66.83,0.288684,0
0,0.402758,1000,47.53,0,1
1,3.33076,3000,80.67,0.243191,1
2,3.31994,3000,80.52,0.242014,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934466,1000,61.62,0.351617,0
2,0.92663,1000,61.48,0.346741,0
0,0.402758,1000,47.53,0,0
1,1.97054,2000,66.91,0.288018,0
2,1.95422,2000,66.66,0.284738,0
0,0.402758,1000,47.53,0,1
1,3.28155,3000,80.12,0.238095,1
2,3.32405,3000,80.53,0.242248,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.928887,1000,61.44,0.348189,0
2,0.927836,1000,61.5,0.347705,0
0,0.402758,1000,47.53,0,0
1,1.9905,2000,67.08,0.292056,0
2,1.96161,2000,66.76,0.286369,0
0,0.402758,1000,47.53,0,1
1,3.34252,3000,80.87,0.244141,1
2,3.31529,3000,80.45,0.241546,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934907,1000,61.69,0.351617,0
2,0.935612,1000,61.57,0.352609,0
0,0.402758,1000,47.53,0,0
1,1.86569,2000,65.67,0.265111,0
2,1.96353,2000,66.79,0.286697,0
0,0.402758,1000,47.53,0,1
1,3.30315,3000,80.08,0.240385,1
2,3.29696,3000,80.24,0.239464,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934622,1000,61.46,0.352113,0
2,0.922132,1000,61.37,0.343879,0
0,0.402758,1000,47.53,0,0
1,1.95615,2000,66.67,0.284738,0
2,1.96057,2000,66.7,0.285714,0
0,0.402758,1000,47.53,0,1
1,3.28526,3000,80.1,0.23855,1
2,3.28384,3000,80.07,0.238322,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.932944,1000,61.46,0.350631,0
2,0.925224,1000,61.35,0.345781,0
0,0.402758,1000,47.53,0,0
1,1.95455,2000,66.66,0.284738,0
2,1.95318,2000,66.6,0.284414,0
0,0.402758,1000,47.53,0,1
1,3.29054,3000,80.17,0.239234,1
2,3.33669,3000,80.64,0.243427,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.93056,1000,61.45,0.349162,0
2,0.92475,1000,61.48,0.345304,0
0,0.402758,1000,47.53,0,0
1,1.94785,2000,66.59,0.283447,0
2,1.95184,2000,66.63,0.284091,0
0,0.402758,1000,47.53,0,1
1,3.29132,3000,80.16,0.239234,1
2,3.33275,3000,80.62,0.243191,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.940254,1000,61.56,0.355619,0
2,0.86329,1000,60.74,0.304507,0
0,0.402758,1000,47.53,0,0
1,1.97078,2000,66.88,0.288018,0
2,1.94679,2000,66.39,0.282805,0
0,0.402758,1000,47.53,0,1
1,3.32496,3000,80.62,0.242483,1
2,3.3325,3000,80.53,0.243191,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.931036,1000,61.58,0.34965,0
2,0.928815,1000,61.49,0.348189,0
0,0.402758,1000,47.53,0,0
1,1.94656,2000,66.62,0.283126,0
2,1.96734,2000,66.8,0.287356,0
0,0.402758,1000,47.53,0,1
1,3.31989,3000,80.5,0.242014,1
2,3.29177,3000,80.17,0.239006,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.934694,1000,61.59,0.351617,0
2,0.925646,1000,61.38,0.34626,0
0,0.402758,1000,47.53,0,0
1,1.96158,2000,66.78,0.286041,0
2,1.97072,2000,66.81,0.288018,0
0,0.402758,1000,47.53,0,1
1,3.33576,3000,80.74,0.243665,1
2,3.29966,3000,80.28,0.239923,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.926423,1000,61.56,0.346741,0
2,0.923799,1000,61.39,0.344828,0
0,0.402758,1000,47.53,0,0
1,1.94719,2000,66.62,0.282805,0
2,1.96739,2000,66.78,0.287356,0
0,0.402758,1000,47.53,0,1
1,3.33425,3000,80.68,0.243427,1
2,3.28816,3000,80.16,0.239006,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.939876,1000,61.7,0.355114,0
2,0.926588,1000,61.39,0.346741,0
0,0.402758,1000,47.53,0,0
1,1.97127,2000,66.94,0.288351,0
2,1.94356,2000,66.5,0.282486,0
0,0.402758,1000,47.53,0,1
1,3.28788,3000,80.22,0.238777,1
2,3.3255,3000,80.5,0.242483,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.53,0,0
1,0.938357,1000,61.57,0.354108,0
2,0.931748,1000,61.53,0.35014,0
0,0.440594,1000,47.53,0.0501505,0
0,0.511163,1000,47.54,0.0719011,0
0,0.51292,1000,47.55,0.0730567,0
0,0.511025,1000,47.54,0.0717978,0
0,0.510888,1000,47.54,0.0717154,0
0,0.510282,1000,47.53,0.0713063,0
0,0.51024,1000,47.53,0.071286,0
0,0.508631,1000,47.53,0.070205,0
0,0.509034,1000,47.53,0.0704821,0
0,0.508173,1000,47.53,0.0699105,0
0,0.50757,1000,47.53,0.0695024,0
0,0.507561,1000,47.53,0.0695217,0
0,0.507655,1000,47.53,0.0695604,0
0,0.507521,1000,47.53,0.0694637,0
0,0.507551,1000,47.53,0.0695024,0
0,0.507595,1000,47.53,0.0695217,0
0,0.507962,1000,47.53,0.0697545,0
0,0.508029,1000,47.53,0.0698129,0
0,0.507489,1000,47.53,0.0694444,0
0,0.507029,1000,47.53,0.0691372,0
0,0.50743,1000,47.53,0.0694059,0
0,0.507601,1000,47.53,0.069541,0
0,0.507241,1000,47.53,0.0692905,0
0,0.506529,1000,47.53,0.0688137,0
0,0.507191,1000,47.53,0.0692521,0
0,0.507313,1000,47.53,0.0693289,0
0,0.507147,1000,47.53,0.0692329,0
0,0.50714,1000,47.53,0.0692137,0
0,0.506651,1000,47.53,0.0688895,0
0,0.506967,1000,47.53,0.0690989,0
0,0.506659,1000,47.53,0.0688895,0
0,0.506509,1000,47.53,0.0687947,0
0,0.506356,1000,47.53,0.0687002,0
0,0.507239,1000,47.53,0.0692905,0
0,0.506485,1000,47.53,0.0687758,0
0,0.506586,1000,47.53,0.0688705,0
0,0.506415,1000,47.53,0.068738,0
0,0.506007,1000,47.53,0.0684556,0
0,0.506215,1000,47.53,0.0686059,0
0,0.505773,1000,47.53,0.068306,0
0,0.50604,1000,47.53,0.0684932,0
0,0.506288,1000,47.53,0.0686436,0
0,0.506127,1000,47.53,0.0685495,0
0,0.505609,1000,47.53,0.0681942,0
0,0.505846,1000,47.53,0.068362,0
0,0.505935,1000,47.53,0.0684369,0
0,0.505432,1000,47.53,0.0680828,0
0,0.505555,1000,47.53,0.068157,0
0,0.505486,1000,47.53,0.0681199,0
0,0.50599,1000,47.53,0.0684556,0
0,0.505798,1000,47.53,0.0683247,0
0,0.506108,1000,47.53,0.0685307,0
0,0.505184,1000,47.53,0.0679163,0
0,0.50558,1000,47.53,0.0681756,0
0,0.504964,1000,47.53,0.0677874,0
0,0.505643,1000,47.53,0.0682128,0
0,0.504445,1000,47.53,0.0674218,0
0,0.505858,1000,47.53,0.0683807,0
0,0.505822,1000,47.53,0.0683434,0
0,0.505292,1000,47.53,0.0679717,0
0,0.505341,1000,47.53,0.0680272,0
0,0.50536,1000,47.53,0.0680272,0
0,0.505459,1000,47.53,0.0681013,0
0,0.504452,1000,47.53,0.06744,0
0,0.505432,1000,47.53,0.0680828,0
0,0.505094,1000,47.53,0.067861,0
0,0.505139,1000,47.53,0.0678794,0
0,0.505306,1000,47.53,0.0680087,0
0,0.505464,1000,47.53,0.0681013,0
0,0.505587,1000,47.53,0.0681942,0
0,0.504996,1000,47.53,0.0678058,0
0,0.505044,1000,47.53,0.0678242,0
0,0.505174,1000,47.53,0.0679163,0
0,0.505072,1000,47.53,0.0678426,0
0,0.505114,1000,47.53,0.067861,0
0,0.505302,1000,47.53,0.0679902,0
0,0.504762,1000,47.53,0.0676407,0
0,0.504793,1000,47.53,0.067659,0
0,0.504818,1000,47.53,0.0676773,0
0,0.504867,1000,47.53,0.067714,0
0,0.504626,1000,47.53,0.0675676,0
0,0.505148,1000,47.53,0.0679163,0
0,0.504535,1000,47.53,0.0674946,0
0,0.504909,1000,47.53,0.0677507,0
0,0.504777,1000,47.53,0.0676407,0
0,0.504842,1000,47.53,0.0676956,0
0,0.504786,1000,47.53,0.067659,0
0,0.504153,1000,47.53,0.0672224,0
0,0.504291,1000,47.53,0.0673129,0
0,0.504294,1000,47.53,0.0673129,0
0,0.504445,1000,47.53,0.06744,0
0,0.504714,1000,47.53,0.0676041,0
0,0.504643,1000,47.53,0.0675676,0
0,0.504835,1000,47.53,0.0676773,0
0,0.504494,1000,47.53,0.0674582,0
0,0.504529,1000,47.53,0.0674764,0
0,0.504811,1000,47.53,0.0676773,0
0,0.504345,1000,47.53,0.0673673,0
0,0.504154,1000,47.53,0.0672405,0
0,0.504271,1000,47.53,0.0673129,0
0,0.504638,1000,47.53,0.0675676,0
0,0.504713,1000,47.53,0.0676041,0
0,0.510497,1000,47.53,0.071449,0
0,0.517907,1000,47.53,0.0763825,0
0,0.517531,1000,47.53,0.0761499,0
0,0.515575,1000,47.53,0.0748279,0
0,0.515686,1000,47.53,0.0749176,0
0,0.515643,1000,47.53,0.0748727,0
0,0.514002,1000,47.53,0.0737898,0
0,0.514213,1000,47.53,0.0739426,0
0,0.513936,1000,47.53,0.0737463,0
0,0.513143,1000,47.53,0.0732279,0
0,0.512789,1000,47.53,0.0729714,0
0,0.512502,1000,47.53,0.0728014,0
0,0.512531,1000,47.53,0.0728226,0
0,0.511737,1000,47.53,0.0722752,0
0,0.511426,1000,47.53,0.0720877,0
0,0.511331,1000,47.53,0.0720046,0
0,0.510849,1000,47.53,0.0716949,0
0,0.711035,1000,49.32,0.191391,0
0,1.33413,2000,54.24,0.139888,0
0,1.70034,3000,56.43,0.0717593,0
0,1.70125,3000,57.18,0.072093,0
0,1.70737,3000,57.57,0.0725995,0
0,1.71273,3000,57.83,0.0732428,0
0,1.73264,3000,58.12,0.0747438,0
0,1.73223,3000,58.26,0.0749471,0
0,1.74272,3000,58.44,0.0759339,0
0,1.74263,3000,58.51,0.0759571,0
0,1.74223,3000,58.55,0.0760736,0
0,1.74939,3000,58.64,0.0766852,0
0,1.75581,3000,58.76,0.0774032,0
0,1.76873,3000,57.92,0.0702993,0
0,1.72532,3000,57.05,0.0648677,0
0,1.51694,3000,54.77,0.0474203,0
0,1.13362,2400,52.14,0.0473306,0
0,0.895754,1900,50.37,0.052665,0
0,0.894529,1900,49.81,0.0526648,0
0,0.927787,1900,49.91,0.0593824,0
0,0.960426,1900,50.21,0.0661376,0
0,1.00914,1900,51.31,0.0866388,0
0,0.990336,1900,51.4,0.0832776,0
0,0.986553,1900,51.41,0.0824503,0
0,0.986656,1900,51.42,0.0824503,0
0,0.984848,1900,51.41,0.0820428,0
0,0.985333,1900,51.41,0.082124,0
0,0.98372,1900,51.39,0.0817734,0
0,0.983203,1900,51.38,0.0816661,0
0,0.983441,1900,51.38,0.0816661,0
0,0.984073,1900,51.39,0.0818003,0
0,0.982545,1900,51.37,0.0814524,0
0,0.98306,1900,51.38,0.0815858,0
0,0.983876,1900,51.39,0.0817734,0
0,0.985423,1900,51.41,0.0820969,0
0,0.983296,1900,51.39,0.0816393,0
0,0.984118,1900,51.39,0.0818271,0
0,0.984659,1900,51.4,0.0819348,0
0,0.985051,1900,51.41,0.0820428,0
0,0.986716,1900,51.43,0.082423,0
0,0.986181,1900,51.43,0.0823141,0
0,0.987216,1900,51.44,0.0825597,0
0,0.987201,1900,51.44,0.0825871,0
0,0.988338,1900,51.45,0.0828343,0
0,0.988639,1900,51.46,0.0828895,0
0,0.988624,1900,51.46,0.0829171,0
0,0.98894,1900,51.47,0.0829723,0
0,0.991776,1900,51.51,0.0836412,0
0,0.990807,1900,51.51,0.083445,0
0,0.992667,1900,51.53,0.0838666,0
0,0.994082,1900,51.55,0.0841785,0
0,0.996326,1900,51.58,0.0846939,0
0,0.996995,1900,51.6,0.0848671,0
0,0.996449,1900,51.6,0.0847804,0
0,0.998722,1900,51.63,0.085274,0
0,0.997593,1900,51.62,0.08507,0
0,0.928035,1900,51.64,0.0857927,0
0,1.32059,4000,47.53,0.165468,0
1,0.402765,4000,47.51,0,0
2,0.402765,4000,74.5,0,0
0,1.29894,4000,51.13,0,1
1,4.5619,3200,82.09,0.343407,1
2,4.7567,3200,84.27,0.363901,1
3,0.402758,1000,46.97,0,1
0,0.402758,1000,48.02,0,0
1,1.00738,1000,60.61,0.346797,0
2,1.07018,1000,61.82,0.385208,0
0,0.402758,1000,47.56,0,0
1,2.45946,2000,68.99,0.341096,0
2,2.64613,2000,71.35,0.378788,0
0,0.402758,1000,47.48,0,1
1,4.81684,3000,92.47,0.341096,1
2,5.05794,3000,95.74,0.364964,1
3,0.402758,1000,47.51,0,1
0,0.402758,1000,47.47,0,0
1,1.0052,1000,64.25,0.345354,0
2,1.08086,1000,65.96,0.39185,0
0,0.402758,1000,47.47,0,0
1,2.54937,2000,71.63,0.359195,0
2,2.67595,2000,73.54,0.384025,0
0,0.402758,1000,47.47,0,1
1,5.62356,3000,101.91,0.412541,1
2,5.63574,3000,102.59,0.413907,1
3,0.402758,1000,47.55,0,1
0,0.402758,1000,47.48,0,0
1,1.14727,1000,68.4,0.428082,0
2,1.14895,1000,68.68,0.429553,0
0,0.402758,1000,47.48,0,0
1,2.88078,2000,76.5,0.420875,0
2,2.91552,2000,77.01,0.42735,0
0,0.402758,1000,47.49,0,1
1,5.68823,3000,104.09,0.41806,1
2,5.70424,3000,104.43,0.419463,1
3,0.402758,1000,47.56,0,1
0,0.402758,1000,47.49,0,0
1,1.15185,1000,69.29,0.429553,0
2,1.15721,1000,69.46,0.433276,0
0,0.402758,1000,47.5,0,0
1,2.85715,2000,76.69,0.415973,0
2,2.87213,2000,76.91,0.41876,0
0,0.402758,1000,47.5,0,1
1,5.53963,3000,102.74,0.405186,1
2,5.59602,3000,103.4,0.409836,1
3,0.402758,1000,47.57,0,1
0,0.402758,1000,47.5,0,0
1,1.15014,1000,69.04,0.428816,0
2,1.15066,1000,69.22,0.429553,0
0,0.520684,1000,47.52,0.140519,0
1,2.38527,2000,71.72,0.326371,0
2,2.34626,2000,71.44,0.320513,0
0,0.63999,2000,48.63,0,1
1,4.88938,3000,94.76,0.347222,1
2,5.05444,3000,96.53,0.362845,1
3,0.402758,1000,47.57,0,1
0,0.402758,1000,47.71,0,0
1,1.01303,1000,65.55,0.349719,0
2,1.07927,1000,66.68,0.390625,0
0,0.402758,1000,47.56,0,0
1,2.49564,2000,71.84,0.34728,0
2,2.68075,2000,74.17,0.385208,0
0,0.402758,1000,47.53,0,1
1,4.78005,3000,93.58,0.337398,1
2,5.19945,3000,98.8,0.378215,1
3,0.402758,1000,47.57,0,1
0,0.402758,1000,47.52,0,0
1,1.02284,1000,65.27,0.355207,0
2,1.08122,1000,67.27,0.39185,0
0,0.402758,1000,47.51,0,0
1,2.48854,2000,71.63,0.346314,0
2,2.66427,2000,74.22,0.382263,0
0,0.402758,1000,47.51,0,1
1,5.48849,3000,100.79,0.400641,1
2,5.55419,3000,102.23,0.406504,1
3,0.402758,1000,47.57,0,1
0,0.402758,1000,47.51,0,0
1,1.12575,1000,68.11,0.415282,0
2,1.13676,1000,68.69,0.421585,0
0,0.402758,1000,47.51,0,0
1,2.89489,2000,76.71,0.423012,0
2,2.90278,2000,77,0.424448,0
0,0.402758,1000,47.51,0,1
1,5.70311,3000,104.41,0.419463,1
2,5.71641,3000,104.63,0.420168,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.14571,1000,69.43,0.426621,0
2,1.15111,1000,69.55,0.429553,0
0,0.402758,1000,47.51,0,0
1,2.86202,2000,76.91,0.417362,0
2,2.86644,2000,76.95,0.417362,0
0,0.402758,1000,47.51,0,1
1,5.57375,3000,103.35,0.409165,1
2,5.477,3000,102.21,0.399361,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15552,1000,69.35,0.432526,0
2,1.14648,1000,68.95,0.426621,0
0,0.518487,1000,47.53,0.137721,0
1,2.44388,2000,72.52,0.337838,0
2,2.38535,2000,71.77,0.326797,0
0,0.63999,2000,48.64,0,1
1,5.38722,3000,100.04,0.390016,1
2,5.42343,3000,100.3,0.394322,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.71,0,0
1,1.13246,1000,68.18,0.419463,0
2,1.13505,1000,68.23,0.420875,0
0,0.402758,1000,47.56,0,0
1,2.82538,2000,76.1,0.410509,0
2,2.8128,2000,75.96,0.40783,0
0,0.402758,1000,47.53,0,1
1,5.52439,3000,102.51,0.403877,1
2,5.54711,3000,102.66,0.405844,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.1292,1000,68.82,0.41806,0
2,1.12949,1000,68.83,0.41806,0
0,0.402758,1000,47.52,0,0
1,2.88768,2000,77,0.422297,0
2,2.9017,2000,77.1,0.424448,0
0,0.402758,1000,47.52,0,1
1,5.67263,3000,104.33,0.417362,1
2,5.67513,3000,104.31,0.416667,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15629,1000,69.6,0.432526,0
2,1.15275,1000,69.54,0.431034,0
0,0.402758,1000,47.51,0,0
1,2.87093,2000,77.07,0.41876,0
2,2.8662,2000,76.98,0.417362,0
0,0.402758,1000,47.51,0,1
1,5.57857,3000,103.39,0.408497,1
2,5.52209,3000,102.75,0.403226,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.15675,1000,69.41,0.433276,0
2,1.14923,1000,69.14,0.428816,0
0,0.518431,1000,47.54,0.137645,0
1,2.4087,2000,72.2,0.331126,0
2,2.34355,2000,71.42,0.318878,0
0,0.63999,2000,48.64,0,1
1,4.98766,3000,96.1,0.356633,1
2,5.07255,3000,96.82,0.364964,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.71,0,0
1,1.0254,1000,66.12,0.357245,0
2,1.05515,1000,66.56,0.376506,0
0,0.402758,1000,47.57,0,0
1,2.57949,2000,73.02,0.365497,0
2,2.56241,2000,72.91,0.361795,0
0,0.402758,1000,47.53,0,1
1,4.95068,3000,95.86,0.35461,1
2,4.94938,3000,95.79,0.35461,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.05139,1000,66.26,0.373692,0
2,1.03733,1000,66.06,0.365497,0
0,0.402758,1000,47.52,0,0
1,2.63773,2000,73.61,0.376506,0
2,2.5904,2000,73.03,0.367107,0
0,0.402758,1000,47.51,0,1
1,5.56517,3000,102.2,0.40783,1
2,5.52052,3000,101.53,0.403226,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.13047,1000,68.65,0.41876,0
2,1.13171,1000,68.44,0.419463,0
0,0.402758,1000,47.51,0,0
1,2.89869,2000,76.99,0.423729,0
2,2.87039,2000,76.58,0.41806,0
0,0.402758,1000,47.51,0,1
1,5.69408,3000,104.49,0.41876,1
2,5.58373,3000,103.13,0.408497,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.51,0,0
1,1.15727,1000,69.63,0.432526,0
2,1.15298,1000,69.19,0.430293,0
0,0.402758,1000,47.51,0,0
1,2.98701,2000,78.25,0.440141,0
2,2.9596,2000,77.84,0.43554,0
0,0.402758,1000,47.51,0,1
1,5.89153,3000,106.87,0.43554,1
2,5.78414,3000,105.67,0.426621,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.19525,1000,70.69,0.454545,0
2,1.17374,1000,70.13,0.443262,0
0,0.518391,1000,47.53,0.137569,0
1,2.457,2000,73.09,0.339674,0
2,2.39545,2000,72.29,0.328947,0
0,0.63999,2000,48.64,0,1
1,5.05716,3000,97.33,0.364432,1
2,4.84868,3000,94.76,0.344828,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.72,0,0
1,1.06629,1000,66.94,0.382848,0
2,1.00765,1000,65.59,0.346314,0
0,0.402758,1000,47.57,0,0
1,2.60808,2000,73.64,0.371471,0
2,2.51168,2000,72.1,0.350704,0
0,0.402758,1000,47.53,0,1
1,5.14372,3000,98.17,0.372578,1
2,4.76548,3000,93.54,0.336032,1
3,0.402758,1000,47.58,0,1
0,0.402758,1000,47.52,0,0
1,1.06298,1000,67.02,0.381098,0
2,1.01302,1000,65.22,0.349719,0
0,0.402758,1000,47.52,0,0
1,2.64122,2000,73.96,0.377643,0
